,domain,phylum,class,order,family,genus,species
ASV_8913,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
ASV_8914,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8915,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_8916,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_8917,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8918,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA
ASV_8919,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8920,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
ASV_8921,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8922,NA,NA,NA,NA,NA,NA,NA
ASV_8923,NA,NA,NA,NA,NA,NA,NA
ASV_8924,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,NA
ASV_8925,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8926,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8927,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,NA
ASV_8928,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8929,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8930,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_8931,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,NA
ASV_8932,NA,NA,NA,NA,NA,NA,NA
ASV_8933,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8934,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8935,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a marine group,NA
ASV_8936,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Candidatus Ovatusbacter,NA
ASV_8937,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,NA,NA,NA
ASV_8938,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8939,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
ASV_8940,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,NA,NA
ASV_8941,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8942,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA
ASV_8943,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8944,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_8945,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_8946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8947,NA,NA,NA,NA,NA,NA,NA
ASV_8948,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,NA
ASV_8949,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_8950,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_8951,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_8952,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8953,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8954,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_8955,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8956,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_8957,NA,NA,NA,NA,NA,NA,NA
ASV_8958,NA,NA,NA,NA,NA,NA,NA
ASV_8959,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_8960,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_8961,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8962,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8963,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA
ASV_8964,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_8965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8966,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_8967,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_8968,NA,NA,NA,NA,NA,NA,NA
ASV_8969,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8970,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8971,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,NA
ASV_8972,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8973,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,NA,NA,NA
ASV_8974,NA,NA,NA,NA,NA,NA,NA
ASV_8975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8976,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_8977,NA,NA,NA,NA,NA,NA,NA
ASV_8978,Bacteria,Planctomycetota,028H05-P-BN-P5,NA,NA,NA,NA
ASV_8979,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_8980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,NA
ASV_8981,NA,NA,NA,NA,NA,NA,NA
ASV_8982,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_8983,NA,NA,NA,NA,NA,NA,NA
ASV_8984,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8985,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_8986,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
ASV_8987,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8988,NA,NA,NA,NA,NA,NA,NA
ASV_8989,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_8990,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8991,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8992,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8993,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_8994,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8995,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,NA
ASV_8996,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Oceanicoccus,NA
ASV_8997,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8998,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8999,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9000,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9002,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9003,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9004,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9005,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9006,NA,NA,NA,NA,NA,NA,NA
ASV_9007,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9008,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9009,NA,NA,NA,NA,NA,NA,NA
ASV_9010,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9011,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9012,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9013,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9014,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_9015,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_9016,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9017,NA,NA,NA,NA,NA,NA,NA
ASV_9018,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA
ASV_9019,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9020,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9021,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_9022,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9023,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_9024,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9025,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_9026,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9027,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9028,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_9029,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9030,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_9031,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_9032,NA,NA,NA,NA,NA,NA,NA
ASV_9033,NA,NA,NA,NA,NA,NA,NA
ASV_9034,NA,NA,NA,NA,NA,NA,NA
ASV_9035,NA,NA,NA,NA,NA,NA,NA
ASV_9036,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_9037,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9038,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,NA
ASV_9039,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9040,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_9041,NA,NA,NA,NA,NA,NA,NA
ASV_9042,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_9043,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesia,NA
ASV_9044,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_9045,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_9046,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9047,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9048,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV_9049,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV_9050,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9051,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV_9052,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9053,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9054,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9055,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9056,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_9057,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
ASV_9058,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,NA,NA
ASV_9059,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_9060,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
ASV_9061,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9062,NA,NA,NA,NA,NA,NA,NA
ASV_9063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9064,NA,NA,NA,NA,NA,NA,NA
ASV_9065,NA,NA,NA,NA,NA,NA,NA
ASV_9066,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9067,NA,NA,NA,NA,NA,NA,NA
ASV_9068,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_9069,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
ASV_9070,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV_9071,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9072,NA,NA,NA,NA,NA,NA,NA
ASV_9073,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,NA,NA
ASV_9074,Bacteria,Myxococcota,Polyangia,Polyangiales,NA,NA,NA
ASV_9075,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9076,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9077,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9078,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga,NA
ASV_9079,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9080,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_9081,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9082,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
ASV_9083,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9084,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9085,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9086,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_9087,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,NA,NA
ASV_9088,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_9089,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9090,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_9091,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_9092,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9093,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
ASV_9094,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_9095,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_9096,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_9097,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9098,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9099,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9100,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9101,NA,NA,NA,NA,NA,NA,NA
ASV_9102,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9103,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_9104,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9105,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,NA,NA
ASV_9106,Bacteria,PAUC34f,NA,NA,NA,NA,NA
ASV_9107,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9108,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9109,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,NA
ASV_9110,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_9111,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9112,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_9113,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
ASV_9114,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV_9115,NA,NA,NA,NA,NA,NA,NA
ASV_9116,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,NA
ASV_9117,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_9118,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9119,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV_9120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9121,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9122,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV_9123,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Halioxenophilus,NA
ASV_9124,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9125,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9126,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,NA,NA
ASV_9127,NA,NA,NA,NA,NA,NA,NA
ASV_9128,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9129,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9130,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9131,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,NA,NA
ASV_9132,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9133,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9134,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9135,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9136,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
ASV_9137,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,NA
ASV_9138,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9139,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43 clade,NA
ASV_9140,NA,NA,NA,NA,NA,NA,NA
ASV_9141,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_9142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_9143,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9144,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_9145,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA
ASV_9146,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,NA
ASV_9147,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9148,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_9149,Bacteria,NB1-j,NA,NA,NA,NA,NA
ASV_9150,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9151,NA,NA,NA,NA,NA,NA,NA
ASV_9152,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
ASV_9153,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9154,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
ASV_9155,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_9156,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,NA,NA,NA
ASV_9157,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_9158,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9159,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,NA
ASV_9160,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9161,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
ASV_9162,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9163,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9164,NA,NA,NA,NA,NA,NA,NA
ASV_9165,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,NA,NA,NA
ASV_9166,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9167,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
ASV_9168,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_9169,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9170,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9171,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA
ASV_9172,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV_9173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9174,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,NA,NA,NA
ASV_9175,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9176,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9177,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA
ASV_9178,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_9179,Bacteria,Myxococcota,Polyangia,NA,NA,NA,NA
ASV_9180,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,NA
ASV_9181,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_9182,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
ASV_9183,NA,NA,NA,NA,NA,NA,NA
ASV_9184,NA,NA,NA,NA,NA,NA,NA
ASV_9185,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9186,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_9187,Bacteria,NA,NA,NA,NA,NA,NA
ASV_9188,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
ASV_9189,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV_9190,NA,NA,NA,NA,NA,NA,NA
ASV_9191,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_9192,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
ASV_9193,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,NA
ASV_9194,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
